0.2762,0.14174,0.01944,0.00071,0,0,0
0.14077,0.199495,0.064925,0.0065,0.00013,0,0
0.01919,0.064675,0.039245,0.007655,0.00052,1.5e-05,0
0.00076,0.00653,0.008055,0.002265,0.000185,5e-06,0
0,0.00014,0.00055,0.00025,3e-05,0,0
0,0,1.5e-05,0,5e-06,0,0
0,0,0,0,0,0,0
